年齡,工作,婚姻,學歷,連絡方式,最後聯絡時間,聯絡次數,消費價格指數,消費信心指數,訂購
42.0,無業,單身,高職,手機,606.0,11,73.267,49.9,從未
33.0,無業,已婚,高中,市話,211.0,5,95.658,-47.9,從未
62.0,服務業,已婚,博士,手機,60.0,10,90.927,8.5,一次
43.0,經理,離婚,大學,手機,251.0,9,70.884,0.1,從未
46.0,無業,已婚,高中,手機,196.0,4,84.379,-2.6,一次
49.0,企業家,離婚,大學,手機,714.0,3,93.946,-44.2,偶爾
51.0,家管,離婚,高中,市話,852.0,4,85.221,14.4,偶爾
51.0,主管,單身,專科,市話,605.0,1,85.779,48.1,從未
54.0,自僱人士,未知,國中,手機,353.0,10,79.927,3.8,從未
36.0,學生,單身,專科,市話,520.0,4,88.662,43.7,頻繁
61.0,退休,離婚,國中,手機,627.0,8,80.010,45.9,偶爾
47.0,企業家,已婚,國中,市話,866.0,7,96.395,-28.4,頻繁
64.0,服務業,已婚,小學,市話,429.0,7,81.194,-28.9,偶爾
58.0,學生,單身,高中,市話,782.0,4,67.143,0.4,從未
20.0,服務業,未知,高職,市話,384.0,1,67.166,17.4,偶爾
52.0,未知,未知,高職,市話,192.0,8,83.402,30.2,偶爾
47.0,企業家,未知,高職,手機,160.0,7,79.461,-18.4,一次
67.0,藍領,已婚,高中,手機,216.0,2,64.847,-43.0,偶爾
67.0,無業,單身,博士,手機,919.0,4,68.436,-23.4,偶爾
27.0,退休,單身,專科,手機,230.0,9,66.706,29.7,頻繁
24.0,服務業,已婚,小學,手機,177.0,9,62.529,41.8,偶爾
64.0,無業,未知,高職,市話,509.0,10,96.904,-42.4,偶爾
43.0,經理,未知,高職,手機,256.0,10,61.457,-5.7,偶爾
60.0,經理,離婚,高職,手機,114.0,9,88.280,-28.1,頻繁
66.0,無業,單身,高職,手機,830.0,10,76.451,10.3,偶爾
47.0,自僱人士,已婚,博士,手機,554.0,12,67.235,-41.5,從未
61.0,退休,單身,高中,市話,601.0,7,85.540,-12.7,從未
57.0,未知,未知,專科,手機,111.0,4,67.080,-16.0,頻繁
55.0,自僱人士,單身,高中,市話,173.0,10,88.414,32.0,偶爾
37.0,主管,單身,大學,手機,155.0,9,93.979,28.4,頻繁
56.0,藍領,單身,博士,手機,449.0,10,93.217,3.0,頻繁
21.0,退休,離婚,國中,手機,404.0,3,96.847,29.7,從未
37.0,企業家,離婚,小學,手機,467.0,4,92.102,10.8,偶爾
24.0,退休,未知,博士,市話,801.0,7,61.884,-14.5,偶爾
35.0,經理,已婚,大學,手機,460.0,3,64.502,-44.4,偶爾
42.0,無業,單身,高中,手機,496.0,11,70.117,30.1,從未
34.0,退休,已婚,國中,市話,866.0,8,93.442,-19.6,一次
41.0,學生,已婚,博士,市話,559.0,7,75.487,14.4,偶爾
61.0,技術員,單身,高中,市話,336.0,2,73.038,21.8,從未
47.0,經理,離婚,博士,市話,893.0,5,95.577,39.2,從未
45.0,家管,離婚,大學,市話,765.0,7,92.487,-27.2,頻繁
21.0,家管,已婚,小學,手機,600.0,10,81.306,-45.7,從未
51.0,無業,離婚,高職,手機,322.0,10,66.794,-7.3,偶爾
34.0,經理,已婚,大學,手機,803.0,4,70.901,25.0,一次
41.0,未知,未知,小學,手機,773.0,6,96.321,44.3,從未
38.0,經理,未知,高中,市話,860.0,3,92.960,44.2,偶爾
69.0,經理,離婚,博士,手機,23.0,11,60.708,30.1,頻繁
49.0,企業家,單身,高中,手機,969.0,2,99.537,3.0,偶爾
53.0,主管,未知,高中,市話,847.0,6,78.182,-11.3,偶爾
43.0,無業,單身,大學,市話,999.0,6,70.003,32.4,頻繁
41.0,學生,單身,高中,市話,151.0,10,74.606,-2.9,偶爾
42.0,退休,未知,小學,手機,621.0,3,77.423,-38.4,一次
65.0,技術員,離婚,大學,手機,788.0,7,79.635,-40.8,從未
31.0,服務業,未知,國中,市話,33.0,10,89.472,38.2,從未
22.0,藍領,單身,高職,手機,766.0,6,87.016,11.6,從未
32.0,企業家,未知,高職,手機,335.0,3,84.406,-9.1,偶爾
28.0,無業,未知,國中,市話,350.0,12,95.455,23.3,頻繁
53.0,家管,未知,國中,市話,763.0,3,88.524,-43.3,從未
25.0,主管,未知,小學,市話,602.0,1,73.926,26.7,從未
68.0,無業,離婚,小學,手機,58.0,9,75.188,2.1,從未
44.0,主管,單身,博士,手機,984.0,12,64.991,-5.5,偶爾
44.0,未知,單身,博士,手機,912.0,7,67.223,-44.5,一次
59.0,服務業,離婚,大學,市話,862.0,1,61.269,-46.7,一次
32.0,學生,離婚,專科,市話,996.0,9,95.894,-21.2,偶爾
24.0,退休,單身,高職,市話,361.0,10,99.146,22.1,從未
33.0,學生,離婚,高中,手機,500.0,6,62.440,1.6,頻繁
59.0,退休,已婚,國中,手機,510.0,6,80.924,22.6,一次
31.0,自僱人士,離婚,博士,手機,47.0,8,94.913,-42.2,從未
41.0,無業,離婚,大學,市話,207.0,5,78.680,-29.6,偶爾
37.0,無業,已婚,大學,市話,943.0,6,77.007,-9.1,從未
63.0,藍領,已婚,小學,手機,304.0,4,62.200,34.1,從未
28.0,學生,單身,小學,市話,147.0,8,70.442,-27.8,從未
61.0,主管,離婚,小學,手機,867.0,2,87.417,-15.5,頻繁
68.0,經理,單身,專科,手機,901.0,6,72.655,27.6,一次
43.0,藍領,未知,國中,市話,831.0,2,94.292,43.1,頻繁
53.0,藍領,已婚,博士,市話,249.0,6,82.208,26.2,偶爾
63.0,無業,未知,專科,手機,171.0,8,73.041,25.6,偶爾
53.0,藍領,未知,高職,手機,197.0,6,70.965,13.6,偶爾
47.0,服務業,已婚,國中,手機,308.0,9,79.906,24.9,偶爾
40.0,學生,未知,專科,手機,163.0,2,71.122,-9.3,頻繁
43.0,技術員,離婚,小學,手機,472.0,12,98.500,-46.6,從未
34.0,自僱人士,單身,專科,手機,295.0,8,73.447,-35.2,一次
57.0,學生,未知,大學,市話,259.0,12,86.201,-9.1,從未
38.0,退休,已婚,高職,手機,296.0,11,78.174,22.0,一次
48.0,退休,單身,小學,市話,342.0,4,78.653,48.8,頻繁
51.0,家管,未知,國中,手機,595.0,9,70.026,-33.9,偶爾
36.0,無業,未知,高職,手機,712.0,8,86.490,45.1,從未
20.0,經理,已婚,專科,市話,377.0,7,92.647,10.9,從未
61.0,服務業,離婚,國中,手機,478.0,4,69.634,-0.5,一次
63.0,經理,已婚,高職,市話,843.0,11,94.663,12.7,一次
21.0,技術員,離婚,高職,手機,358.0,7,74.530,41.9,頻繁
42.0,未知,離婚,小學,手機,527.0,2,69.795,-37.7,一次
56.0,企業家,已婚,專科,市話,521.0,2,72.533,15.4,一次
24.0,無業,未知,博士,手機,892.0,9,67.443,-34.8,頻繁
21.0,未知,離婚,博士,手機,451.0,1,83.043,46.8,偶爾
23.0,服務業,單身,大學,手機,257.0,12,79.381,-8.8,頻繁
57.0,學生,離婚,國中,市話,949.0,9,88.310,1.4,一次
26.0,主管,未知,高中,市話,632.0,11,74.450,-40.6,一次
57.0,技術員,單身,大學,市話,57.0,2,89.022,8.5,偶爾
41.0,企業家,未知,高職,市話,631.0,6,79.050,-5.4,從未
61.0,經理,單身,大學,市話,839.0,6,97.489,-7.4,偶爾
47.0,退休,未知,大學,手機,98.0,12,99.833,-26.5,頻繁
36.0,未知,單身,國中,市話,691.0,9,60.638,21.4,偶爾
32.0,藍領,單身,高中,手機,747.0,8,90.274,29.1,從未
20.0,未知,單身,博士,市話,166.0,2,96.017,47.5,從未
52.0,藍領,已婚,大學,手機,123.0,2,78.955,-47.3,從未
39.0,藍領,未知,國中,手機,769.0,12,94.029,-4.6,頻繁
69.0,主管,已婚,高職,手機,663.0,6,69.645,-24.3,偶爾
49.0,技術員,未知,專科,市話,882.0,10,97.781,2.5,從未
62.0,自僱人士,已婚,國中,手機,655.0,6,87.127,32.2,偶爾
35.0,藍領,已婚,大學,市話,652.0,7,62.984,-48.6,從未
64.0,自僱人士,已婚,國中,市話,532.0,12,74.616,23.1,頻繁
59.0,退休,單身,博士,市話,282.0,11,74.614,14.5,偶爾
36.0,企業家,未知,博士,市話,686.0,8,75.374,-24.2,偶爾
40.0,服務業,單身,高中,市話,507.0,2,60.493,32.3,偶爾
66.0,企業家,單身,高職,市話,401.0,12,60.266,41.1,頻繁
58.0,經理,未知,大學,市話,893.0,2,66.249,-41.9,偶爾
31.0,學生,已婚,專科,市話,992.0,6,92.831,-24.5,偶爾
60.0,自僱人士,單身,小學,市話,852.0,12,68.401,-49.9,頻繁
44.0,主管,單身,博士,手機,944.0,11,92.523,38.2,從未
62.0,無業,單身,大學,手機,698.0,10,75.500,-4.4,一次
30.0,藍領,未知,小學,市話,656.0,3,74.779,9.4,偶爾
61.0,家管,未知,國中,手機,723.0,6,69.823,-9.7,一次
62.0,未知,未知,專科,手機,54.0,6,83.268,23.9,一次
29.0,退休,單身,大學,手機,390.0,11,68.071,11.4,頻繁
48.0,藍領,離婚,高職,市話,656.0,10,66.012,-33.2,一次
46.0,企業家,已婚,博士,手機,405.0,7,98.767,-37.0,頻繁
49.0,技術員,單身,大學,市話,116.0,8,64.052,0.2,從未
48.0,技術員,單身,高中,手機,98.0,12,61.743,-15.7,從未
45.0,家管,單身,高中,手機,446.0,2,71.114,-15.6,一次
48.0,藍領,已婚,高職,手機,802.0,5,62.331,15.5,一次
40.0,自僱人士,離婚,高職,市話,712.0,1,77.702,10.8,一次
29.0,自僱人士,未知,國中,市話,590.0,3,76.288,-22.3,一次
43.0,退休,離婚,高職,手機,282.0,5,96.412,25.4,一次
43.0,企業家,已婚,小學,市話,651.0,1,93.104,24.1,從未
44.0,未知,單身,專科,手機,364.0,1,60.863,-33.9,一次
43.0,主管,未知,高職,手機,909.0,11,63.304,37.4,偶爾
39.0,自僱人士,離婚,大學,手機,110.0,9,92.775,-44.4,偶爾
20.0,退休,已婚,大學,手機,504.0,12,92.872,38.9,偶爾
61.0,家管,未知,大學,市話,226.0,3,95.585,45.2,頻繁
51.0,服務業,離婚,高中,市話,585.0,8,84.280,26.6,偶爾
60.0,經理,未知,高職,手機,485.0,4,64.090,35.6,頻繁
49.0,服務業,離婚,高職,手機,263.0,12,93.437,-10.7,從未
29.0,退休,單身,國中,手機,117.0,8,84.329,45.2,一次
36.0,學生,未知,高職,市話,380.0,10,75.540,-28.9,頻繁
40.0,藍領,離婚,博士,市話,393.0,10,93.171,-48.4,一次
37.0,藍領,未知,大學,手機,484.0,11,86.353,45.0,偶爾
67.0,技術員,已婚,大學,手機,39.0,2,90.325,16.3,偶爾
62.0,主管,已婚,專科,手機,996.0,5,90.326,-47.6,從未
63.0,無業,未知,博士,手機,63.0,6,95.008,-42.7,從未
30.0,自僱人士,離婚,高中,市話,500.0,3,60.613,-7.7,偶爾
40.0,自僱人士,未知,博士,手機,736.0,3,83.996,-30.7,一次
45.0,無業,未知,高中,手機,746.0,5,61.116,-32.8,一次
49.0,自僱人士,未知,高職,手機,957.0,11,96.687,-19.7,偶爾
55.0,未知,已婚,大學,手機,111.0,11,95.764,6.7,一次
34.0,服務業,單身,國中,市話,537.0,3,86.195,-8.4,從未
38.0,經理,已婚,國中,手機,656.0,9,79.408,-34.5,頻繁
32.0,未知,已婚,高中,市話,62.0,9,83.968,-21.5,頻繁
48.0,主管,單身,國中,手機,350.0,12,87.710,-7.0,頻繁
61.0,退休,已婚,小學,手機,29.0,11,60.307,36.5,頻繁
29.0,經理,已婚,博士,手機,646.0,6,65.497,-10.0,頻繁
61.0,未知,單身,高職,市話,449.0,12,66.437,-4.0,從未
30.0,主管,已婚,專科,手機,850.0,8,75.381,22.2,頻繁
56.0,學生,已婚,高中,手機,928.0,5,97.782,-16.4,偶爾
35.0,無業,離婚,大學,手機,540.0,1,97.435,-32.6,從未
20.0,未知,未知,大學,手機,847.0,12,76.288,-21.2,從未
26.0,自僱人士,已婚,國中,市話,725.0,10,68.708,15.0,頻繁
50.0,無業,單身,高中,市話,362.0,9,65.491,-23.4,頻繁
67.0,企業家,已婚,博士,市話,718.0,3,66.175,41.8,一次
50.0,企業家,單身,大學,市話,423.0,9,90.229,-42.4,頻繁
23.0,服務業,離婚,小學,市話,202.0,10,71.816,8.1,從未
54.0,無業,已婚,國中,市話,320.0,4,98.292,-41.9,從未
47.0,退休,已婚,小學,市話,971.0,6,83.010,-0.2,偶爾
58.0,學生,單身,高中,手機,198.0,9,69.653,-3.7,從未
28.0,家管,離婚,國中,手機,874.0,1,90.064,-7.0,一次
29.0,經理,已婚,大學,手機,708.0,6,86.522,12.7,一次
48.0,家管,未知,國中,市話,748.0,11,65.783,9.3,頻繁
59.0,服務業,單身,專科,手機,649.0,9,91.141,33.2,從未
68.0,服務業,離婚,高中,手機,654.0,5,65.543,36.4,從未
27.0,退休,未知,高中,手機,837.0,1,65.643,23.0,從未
38.0,技術員,單身,專科,市話,933.0,6,91.927,-17.8,偶爾
60.0,家管,離婚,大學,手機,659.0,6,87.518,14.7,從未
24.0,學生,離婚,國中,市話,805.0,8,62.868,-25.9,偶爾
49.0,退休,已婚,博士,市話,62.0,5,84.066,17.0,偶爾
20.0,退休,單身,博士,手機,230.0,10,69.257,-23.0,偶爾
52.0,藍領,未知,高職,手機,43.0,9,79.110,30.7,從未
60.0,藍領,離婚,高中,市話,500.0,4,65.584,19.6,一次
58.0,經理,離婚,小學,市話,109.0,4,65.233,-42.2,偶爾
21.0,技術員,離婚,博士,市話,718.0,5,79.537,-23.6,偶爾
39.0,服務業,未知,博士,市話,338.0,6,65.489,14.3,從未
66.0,經理,單身,專科,市話,215.0,8,83.215,46.4,偶爾
54.0,服務業,已婚,國中,市話,663.0,9,71.298,-14.4,從未
27.0,學生,已婚,博士,手機,773.0,9,75.193,9.7,偶爾
33.0,退休,未知,專科,手機,97.0,8,89.951,-39.4,偶爾
65.0,未知,已婚,高中,市話,283.0,9,69.987,-19.7,從未
63.0,企業家,離婚,大學,市話,935.0,4,98.301,-29.5,從未
39.0,經理,未知,小學,市話,559.0,10,96.143,44.2,頻繁
62.0,藍領,單身,大學,市話,379.0,8,62.079,-46.7,從未
20.0,主管,已婚,大學,市話,365.0,4,98.459,-11.7,偶爾
53.0,退休,離婚,國中,手機,722.0,3,86.529,-19.8,從未
52.0,藍領,離婚,博士,手機,169.0,6,61.573,31.9,偶爾
41.0,學生,單身,高中,手機,21.0,2,88.208,-40.2,一次
68.0,家管,離婚,專科,市話,70.0,9,74.776,-39.3,從未
27.0,主管,單身,高職,手機,479.0,12,94.776,-7.3,從未
57.0,自僱人士,離婚,高中,手機,896.0,3,80.585,-14.0,頻繁
66.0,藍領,未知,高中,手機,849.0,9,75.247,-26.9,一次
37.0,藍領,未知,博士,手機,894.0,9,67.012,-39.8,一次
28.0,經理,單身,高職,手機,871.0,3,83.515,11.4,頻繁
58.0,經理,離婚,小學,市話,562.0,7,75.994,-45.4,頻繁
29.0,無業,已婚,博士,手機,581.0,6,80.230,31.8,偶爾
52.0,技術員,單身,大學,市話,216.0,1,84.002,-41.8,從未
42.0,經理,未知,高職,市話,986.0,10,79.534,-49.7,一次
34.0,企業家,已婚,大學,市話,339.0,2,87.159,-24.0,頻繁
59.0,服務業,已婚,小學,手機,146.0,1,76.132,44.4,頻繁
51.0,藍領,離婚,國中,市話,435.0,11,89.327,-15.7,一次
58.0,自僱人士,離婚,高職,市話,796.0,12,93.377,-38.8,頻繁
41.0,技術員,單身,小學,市話,447.0,9,70.573,28.4,頻繁
61.0,退休,離婚,專科,手機,462.0,6,93.909,-15.4,從未
45.0,技術員,單身,高中,市話,938.0,6,83.578,-8.0,頻繁
54.0,經理,單身,大學,市話,955.0,2,70.959,-30.3,從未
68.0,服務業,未知,國中,市話,427.0,4,71.047,32.1,一次
48.0,無業,單身,大學,手機,525.0,12,81.376,-3.4,頻繁
57.0,企業家,未知,大學,手機,385.0,9,77.738,-17.1,從未
34.0,企業家,單身,專科,手機,962.0,1,62.034,-29.9,從未
49.0,藍領,已婚,專科,手機,294.0,12,91.680,22.2,頻繁
31.0,經理,離婚,專科,手機,642.0,1,91.449,-30.5,一次
36.0,經理,已婚,國中,市話,125.0,5,71.537,37.2,從未
22.0,技術員,未知,博士,手機,437.0,4,80.716,7.3,一次
52.0,藍領,單身,國中,手機,987.0,11,87.390,-13.1,偶爾
23.0,主管,單身,小學,市話,58.0,3,95.453,-0.8,頻繁
23.0,技術員,離婚,專科,市話,599.0,6,62.803,-28.4,從未
56.0,主管,已婚,國中,市話,111.0,5,97.045,36.6,從未
60.0,服務業,未知,高職,手機,820.0,9,84.651,-42.2,頻繁
37.0,退休,單身,小學,市話,157.0,12,91.600,-48.1,從未
50.0,無業,未知,小學,市話,847.0,11,87.376,-18.5,從未
69.0,服務業,未知,大學,市話,451.0,7,73.646,12.6,從未
58.0,自僱人士,單身,小學,市話,568.0,8,89.177,47.2,偶爾
36.0,主管,離婚,高中,手機,596.0,1,84.409,-13.7,一次
30.0,退休,離婚,小學,手機,581.0,12,83.811,26.7,從未
53.0,未知,單身,小學,市話,974.0,12,67.781,2.9,偶爾
40.0,學生,未知,博士,市話,687.0,5,63.637,48.7,一次
54.0,技術員,未知,小學,市話,174.0,8,67.756,-30.7,偶爾
40.0,退休,單身,小學,手機,101.0,12,73.137,-9.4,偶爾
44.0,藍領,已婚,大學,手機,300.0,10,76.686,-38.6,頻繁
26.0,退休,未知,高職,市話,978.0,12,79.102,-42.1,一次
33.0,自僱人士,單身,大學,手機,748.0,1,72.410,42.5,從未
57.0,主管,未知,高中,市話,323.0,7,61.107,-26.0,偶爾
67.0,自僱人士,離婚,高中,手機,683.0,2,72.819,25.9,從未
62.0,技術員,未知,國中,手機,579.0,3,86.760,23.5,一次
20.0,家管,已婚,高中,市話,268.0,9,78.311,-43.7,偶爾
59.0,企業家,離婚,高職,手機,121.0,10,88.894,-12.2,偶爾
60.0,企業家,單身,國中,手機,716.0,4,75.723,20.6,一次
30.0,家管,單身,大學,手機,474.0,5,60.547,9.1,頻繁
30.0,企業家,單身,高中,手機,39.0,7,62.522,-6.8,偶爾
28.0,主管,離婚,小學,市話,145.0,3,97.894,-30.8,偶爾
42.0,退休,離婚,高中,市話,364.0,10,98.480,-42.2,一次
30.0,企業家,單身,專科,手機,340.0,1,86.705,32.8,一次
27.0,未知,已婚,高職,手機,379.0,11,95.703,41.5,偶爾
60.0,未知,離婚,大學,手機,559.0,12,95.279,-16.4,從未
46.0,主管,未知,大學,手機,442.0,9,69.280,31.2,從未
31.0,服務業,已婚,國中,手機,618.0,11,82.835,-49.2,從未
24.0,未知,單身,大學,手機,410.0,2,93.107,-33.9,頻繁
31.0,學生,已婚,專科,市話,84.0,6,69.164,-35.3,偶爾
48.0,藍領,離婚,高中,手機,117.0,10,82.400,-15.8,頻繁
43.0,退休,未知,國中,市話,542.0,3,96.934,-30.4,從未
38.0,學生,已婚,小學,市話,671.0,1,90.524,46.7,偶爾
48.0,藍領,已婚,專科,市話,622.0,6,85.734,11.2,偶爾
55.0,退休,未知,大學,市話,541.0,3,97.956,20.6,偶爾
23.0,退休,單身,專科,市話,89.0,5,85.931,5.2,從未
30.0,技術員,單身,大學,手機,328.0,3,71.258,16.6,頻繁
24.0,技術員,已婚,國中,手機,611.0,1,85.415,-14.6,頻繁
56.0,企業家,單身,高職,手機,629.0,5,86.052,-6.0,頻繁
56.0,藍領,離婚,小學,手機,540.0,7,63.655,-48.3,一次
33.0,主管,已婚,高職,市話,537.0,11,97.129,43.4,從未
59.0,未知,已婚,小學,手機,345.0,11,81.114,-47.5,頻繁
43.0,未知,未知,博士,手機,623.0,4,78.508,-20.5,從未
42.0,主管,單身,高中,手機,933.0,8,99.724,-9.5,頻繁
66.0,企業家,未知,高中,手機,535.0,12,74.677,35.3,從未
38.0,服務業,已婚,專科,手機,819.0,8,68.821,-42.7,從未
59.0,技術員,單身,高職,市話,640.0,8,90.126,-20.1,從未
62.0,企業家,離婚,小學,手機,979.0,2,83.715,46.6,偶爾
66.0,未知,離婚,高職,市話,219.0,9,77.131,46.5,一次
26.0,經理,單身,高職,手機,187.0,6,69.321,-37.4,從未
37.0,自僱人士,已婚,大學,市話,797.0,12,81.499,-32.7,偶爾
28.0,無業,單身,博士,市話,69.0,2,83.072,-4.0,偶爾
38.0,服務業,未知,博士,市話,507.0,8,63.394,-20.6,頻繁
55.0,主管,未知,高中,市話,279.0,8,89.488,-39.7,頻繁
43.0,未知,離婚,博士,市話,278.0,8,96.661,-6.4,偶爾
44.0,未知,單身,國中,市話,342.0,1,78.570,38.1,從未
39.0,自僱人士,未知,大學,市話,911.0,9,87.196,-49.3,一次
67.0,服務業,單身,博士,市話,384.0,12,62.616,25.4,偶爾
68.0,經理,未知,大學,手機,855.0,9,61.398,29.0,從未
39.0,學生,離婚,博士,市話,828.0,6,97.734,-27.6,頻繁
61.0,經理,離婚,博士,手機,250.0,6,72.738,-3.8,偶爾
39.0,經理,已婚,小學,手機,215.0,5,79.478,1.9,從未
65.0,學生,單身,小學,市話,913.0,8,71.851,4.0,一次
49.0,服務業,離婚,專科,手機,852.0,12,84.486,-37.1,一次
36.0,退休,未知,高職,手機,442.0,12,67.550,38.7,偶爾
41.0,主管,離婚,博士,手機,715.0,1,95.258,-0.5,偶爾
34.0,退休,離婚,國中,市話,245.0,12,98.062,37.8,從未
20.0,學生,單身,大學,手機,206.0,1,82.377,27.7,偶爾
34.0,技術員,單身,高中,市話,722.0,4,88.976,30.8,頻繁
43.0,學生,離婚,博士,手機,875.0,8,72.242,30.6,偶爾
29.0,家管,未知,高職,手機,287.0,5,73.420,32.3,偶爾
50.0,服務業,單身,大學,市話,96.0,5,69.130,-31.0,頻繁
34.0,服務業,已婚,小學,手機,499.0,2,97.586,18.0,偶爾
25.0,學生,已婚,高中,市話,637.0,8,74.141,36.4,一次
31.0,未知,單身,小學,手機,606.0,7,98.486,-1.5,從未
54.0,未知,未知,專科,手機,818.0,9,61.795,42.2,頻繁
41.0,經理,單身,高職,市話,342.0,3,99.000,35.7,偶爾
27.0,技術員,未知,高職,市話,70.0,2,85.117,36.1,頻繁
39.0,退休,離婚,專科,市話,539.0,6,76.479,-36.5,一次
22.0,未知,離婚,小學,市話,832.0,12,74.708,-27.5,從未
34.0,企業家,離婚,國中,市話,429.0,3,95.001,-35.3,從未
38.0,退休,已婚,專科,手機,961.0,5,85.080,-19.9,一次
36.0,退休,未知,博士,手機,217.0,9,77.737,-28.0,一次
36.0,自僱人士,單身,高中,手機,766.0,10,76.501,42.8,從未
65.0,技術員,離婚,大學,市話,979.0,9,95.505,25.5,頻繁
44.0,家管,未知,小學,市話,42.0,12,92.558,7.0,從未
29.0,技術員,離婚,專科,市話,908.0,4,61.760,-42.5,偶爾
30.0,技術員,已婚,博士,市話,156.0,11,97.804,15.3,頻繁
47.0,退休,已婚,國中,市話,931.0,5,64.849,-20.4,頻繁
38.0,經理,離婚,專科,市話,626.0,10,87.388,-18.5,一次
29.0,技術員,單身,高職,手機,273.0,11,67.974,10.3,偶爾
56.0,自僱人士,單身,國中,手機,137.0,3,87.850,0.3,偶爾
20.0,主管,已婚,高職,手機,790.0,5,69.028,43.0,偶爾
